Date,Country,City,State,Shape,Summary,lat,lon
16-01-29-21-27,USA,Burbank,CA,Circle,REDACTED,34.1816482,-118.3258553
16-01-29-21-00,USA,Orono,MN,Light,REDACTED,44.9713519,-93.6044032
16-01-29-21-00,USA,Trenton,KY,Light,REDACTED,36.7232466,-87.2623515
16-01-29-20-00,USA,Antioch,TN,Circle,REDACTED,35.147859,-87.3214063
16-01-29-19-05,USA,Fairbanks,AK,Unknown,REDACTED,64.837845,-147.7166749
16-01-29-18-45,USA,Umatilla,FL,Formation,REDACTED,28.9294316,-81.6656304
16-01-29-18-00,USA,Helenville,WI,Light,REDACTED,43.0119497,-88.6995469
16-01-29-14-24,USA,New Orleans,LA,Circle,REDACTED,29.9499323,-90.0701155
16-01-29-14-10,USA,Springfield,MO,Rectangle,REDACTED,37.2153307,-93.298252
16-01-29-12-30,USA,Rochester Hills,MI,Unknown,REDACTED,42.6583661,-83.1499321
16-01-29-11-20,USA,Indio,CA,Diamond,REDACTED,33.7192808,-116.2188053
16-01-29-09-00,USA,Barrington,NJ,Disk,REDACTED,39.8648357,-75.0551713
16-01-29-01-40,USA,Murfreesboro,TN,Light,REDACTED,35.9155165,-86.44469333
16-01-29-00-15,USA,Taos,NM,Other,REDACTED,36.4072485,-105.5730664
16-01-28-23-35,USA,Littleton,CO,Circle,REDACTED,39.613321,-105.0166497
16-01-28-23-00,USA,Amsterdam,NY,Unknown,REDACTED,42.943367,-74.1850435
16-01-28-22-49,USA,La Luz,NM,Light,REDACTED,32.9771114,-105.9435188
16-01-28-21-30,USA,Phoenix,AZ,Circle,REDACTED,33.4485866,-112.0773455
16-01-28-21-00,USA,Tome,NM,Light,REDACTED,34.7408902,-106.7283596
16-01-28-20-40,USA,Waukee,IA,Fireball,REDACTED,41.6113712,-93.8857069
16-01-28-20-15,USA,Harvard,MA,Sphere,REDACTED,42.36782045,-71.12666173
16-01-28-20-15,USA,Waukesha,WI,Fireball,REDACTED,43.0116784,-88.2314812
16-01-28-19-30,USA,Phoenix,AZ,Light,REDACTED,33.4485866,-112.0773455
16-01-28-19-00,USA,Portland,OR,Circle,REDACTED,45.5202471,-122.6741948
16-01-28-15-30,USA,Rowlett,TX,Other,REDACTED,32.9029017,-96.5638799
16-01-28-14-00,USA,Knoxville,TN,Triangle,REDACTED,35.9603948,-83.921026
16-01-28-13-30,USA,Forked River,NJ,Unknown,REDACTED,39.8398413,-74.1901398
16-01-28-13-23,USA,Absecon,NJ,Unknown,REDACTED,39.4284503,-74.4957075
16-01-28-05-15,USA,Shippensburg,PA,Unknown,REDACTED,40.0562262,-77.5139073
16-01-28-01-30,USA,Uniontown,OH,Other,REDACTED,40.9758992,-81.4072767
16-01-28-00-30,USA,Concord,OH,Flash,REDACTED,40.0861603,-84.578565
16-01-27-20-45,USA,Arden,NC,Triangle,REDACTED,35.4661821,-82.5164241
16-01-27-20-15,USA,Phoenix,AZ,Light,REDACTED,33.4485866,-112.0773455
16-01-27-19-30,USA,Keaau,HI,Circle,REDACTED,19.6170245,-155.0335095
16-01-27-18-07,USA,Camdenton,MO,Cone,REDACTED,38.0080902,-92.7446288
16-01-27-18-00,USA,St. Louis,MO,Light,REDACTED,38.6272733,-90.1978888
16-01-27-17-33,USA,Florence,CO,Circle,REDACTED,45.8379973,-88.3902942
16-01-27-13-38,USA,Ocean,NJ,Unknown,REDACTED,39.977818,-74.3319286
16-01-27-08-00,USA,East Aurora,NY,Other,REDACTED,42.7689141,-78.617761
16-01-27-03-00,USA,Falmouth,MA,Light,REDACTED,41.5514979,-70.6147518
16-01-26-22-10,USA,Rohnert Park,CA,Circle,REDACTED,38.3396367,-122.7010983
16-01-26-20-30,USA,Buckeye,AZ,Light,REDACTED,33.377888,-112.572688
16-01-26-12-40,USA,Route 66 West,VA,Flash,REDACTED,39.612852,-80.4764509
16-01-26-12-25,USA,Moncks Corner,SC,Other,REDACTED,33.1960027,-80.0131373
16-01-26-07-05,USA,Queen Creek,AZ,Light,REDACTED,33.222657,-111.6206973
16-01-26-01-26,USA,Denver,CO,Unknown,REDACTED,39.7348381,-104.965327
16-01-25-21-00,USA,Seneca,KS,Diamond,REDACTED,39.834165,-96.0641679
16-01-25-20-20,USA,New Braunfels,TX,Light,REDACTED,29.7028266,-98.1257347
16-01-25-20-14,USA,Manchester,CT,Disk,REDACTED,37.2734688,-80.0453173
16-01-25-19-28,CANADA,Windsor,NS,Light,REDACTED,44.9905115,-64.1363748
16-01-25-19-00,USA,Boynton Beach,FL,Rectangle,REDACTED,26.5253491,-80.0664308
16-01-25-18-35,USA,Columbia,SC,Sphere,REDACTED,34.0007493,-81.0343312
16-01-25-14-15,USA,Salem,NM,Rectangle,REDACTED,32.707577,-107.2130761
16-01-25-11-00,USA,Salem,OR,Oval,REDACTED,44.9391565,-123.0331209
16-01-25-05-45,USA,San Diego,CA,Sphere,REDACTED,32.7174209,-117.1627713
16-01-25-01-11,USA,Knoxville,TN,Formation,REDACTED,35.9603948,-83.921026
16-01-24-23-45,USA,Whitestone,NY,Light,REDACTED,40.7945457,-73.8184673
16-01-24-23-35,USA,Auburn,WA,Light,REDACTED,47.3075369,-122.2301807
16-01-24-23-00,USA,Lake Elsinore,CA,Unknown,REDACTED,33.6680772,-117.3272614
16-01-24-22-30,USA,Four Oaks,NC,Light,REDACTED,35.444884,-78.4269489
16-01-24-21-30,USA,Lakeville,MN,Fireball,REDACTED,44.650051,-93.243279
16-01-24-19-45,USA,Henderson,NV,Fireball,REDACTED,36.0391456,-114.9819234
16-01-24-18-45,USA,Huntingdon,TN,Formation,REDACTED,36.0006178,-88.4281062
16-01-24-18-43,USA,Montevallo,AL,Light,REDACTED,33.510021,-86.7376819
16-01-24-18-10,USA,Virginia Beach,VA,Unknown,REDACTED,36.8529841,-75.9774182
16-01-24-18-00,USA,Douglas,GA,Cross,REDACTED,33.6952248,-84.7654423
16-01-24-18-00,USA,Loveland,CO,Formation,REDACTED,40.385549,-105.0443612
16-01-24-17-40,USA,Sterling,IL,Light,REDACTED,41.788642,-89.6962193
16-01-24-16-49,USA,Bolton,NY,Changing,REDACTED,43.536603,-73.6677929
16-01-24-04-30,USA,Reno,NV,Circle,REDACTED,39.52927,-119.8136743
16-01-24-02-41,USA,Ridgecrest,CA,Sphere,REDACTED,35.6225064,-117.6699413
16-01-24-01-00,USA,Damascus,MD,Light,REDACTED,39.2884381,-77.2038716
16-01-23-23-45,USA,Azusa,CA,Triangle,REDACTED,34.1338751,-117.9056045
16-01-23-22-30,USA,Council Grove,KS,Light,REDACTED,38.6611187,-96.4919472
16-01-23-21-20,USA,Long Beach,CA,Circle,REDACTED,33.78538945,-118.1580492
16-01-23-20-23,USA,Quartzsite,AZ,Changing,REDACTED,33.6639137,-114.2299485
16-01-23-20-15,USA,Huntington,TX,Light,REDACTED,31.2776873,-94.5765939
16-01-23-19-45,USA,Santa Fe,NM,Flash,REDACTED,35.6869996,-105.9377996
16-01-23-19-07,USA,Concord,CA,Sphere,REDACTED,37.9768525,-122.0335623
16-01-23-18-45,USA,Spring,TX,Fireball,REDACTED,30.0798826,-95.4172548
16-01-23-18-25,USA,Franklin,TN,Fireball,REDACTED,35.925193,-86.8689364
16-01-23-18-09,USA,Niles,MI,Other,REDACTED,41.8297694,-86.2541767
16-01-23-12-00,USA,Stafford,VA,Triangle,REDACTED,38.4167265,-77.4579782
16-01-23-10-30,USA,Yuma,AZ,Egg,REDACTED,32.665135,-114.4760315
16-01-23-02-30,USA,Orting,WA,Triangle,REDACTED,47.0978795,-122.2042823
16-01-23-01-00,USA,Honolulu,HI,Unknown,REDACTED,21.304547,-157.8556763
16-01-23-00-00,USA,Pasadena,CA,Cylinder,REDACTED,34.1476452,-118.1444778
16-01-22-23-55,USA,Tacoma,WA,Other,REDACTED,47.248404,-122.4616679
16-01-22-21-45,USA,Salt Lake City,UT,Light,REDACTED,40.7670126,-111.8904307
16-01-22-20-00,USA,Appleton,WI,Light,REDACTED,44.2611337,-88.4067603
16-01-22-19-00,USA,Hoquiam,WA,Fireball,REDACTED,46.980929,-123.8893349
16-01-22-12-00,USA,Antonito,CO,Cylinder,REDACTED,37.079179,-106.0086328
16-01-22-05-48,USA,Middle Village,NY,Other,REDACTED,40.7182602,-73.87867519
16-01-22-04-55,USA,Centreville,VA,Disk,REDACTED,38.8403909,-77.4288768
16-01-21-23-30,USA,Burbank,CA,Sphere,REDACTED,34.1816482,-118.3258553
16-01-21-22-10,USA,Maywood,CA,Cylinder,REDACTED,33.9866807,-118.1853489
16-01-21-22-00,USA,Phoenix,AZ,Disk,REDACTED,33.4485866,-112.0773455
16-01-21-22-00,USA,Clayton,CA,Circle,REDACTED,37.9410341,-121.9357924
16-01-21-21-00,USA,Skokie,IL,Sphere,REDACTED,42.0333694,-87.7333971
16-01-21-20-02,USA,South Jordan,UT,Light,REDACTED,40.5621704,-111.9296579
16-01-21-19-00,USA,Santa Maria,CA,Oval,REDACTED,34.9531295,-120.4358576
16-01-21-18-24,USA,Durham,NC,Triangle,REDACTED,35.9940329,-78.8986189
16-01-21-11-30,USA,Asheville,NC,Unknown,REDACTED,35.6009498,-82.554016
16-01-21-11-30,USA,Asheville,NC,Unknown,REDACTED,35.6009498,-82.554016
16-01-21-03-00,USA,North Canton,OH,Fireball,REDACTED,40.875891,-81.4023355
16-01-21-02-00,USA,Manassas Park,VA,Disk,REDACTED,38.7840035,-77.469711
16-01-20-20-00,USA,Barre,VT,Circle,REDACTED,44.1851466,-72.5597574
16-01-20-19-00,USA,Thetford,VT,Other,REDACTED,43.816665,-72.2722709
16-01-20-19-00,USA,Montpelier,VT,Circle,REDACTED,44.260015,-72.5753598
16-01-20-18-12,USA,Levittown,PA,Rectangle,REDACTED,40.1573885,-74.83223965
16-01-20-17-20,USA,Las Vegas,NV,Changing,REDACTED,36.1662859,-115.1492249
16-01-20-06-07,USA,Sunnyside,WA,Unknown,REDACTED,46.3246419,-120.0081897
16-01-19-23-00,USA,Millville,NJ,Fireball,REDACTED,39.4020593,-75.0393367
16-01-19-10-30,USA,Clio,MI,Circle,REDACTED,43.177526,-83.7341269
16-01-19-08-49,USA,Cedar Springs,MI,Unknown,REDACTED,43.22336,-85.5514239
16-01-19-06-25,USA,Little Chute,WI,Oval,REDACTED,44.2799872,-88.3184393
16-01-19-05-45,USA,Indianapolis,IN,Light,REDACTED,39.7683331,-86.1583501
16-01-19-05-30,USA,Foley,MN,Disk,REDACTED,45.6647417,-93.9088138
16-01-19-03-00,USA,Ivor,VA,Other,REDACTED,36.9040392,-76.8996823
16-01-18-23-50,USA,Manheim,PA,Light,REDACTED,40.1637359,-76.3952428
16-01-18-23-20,USA,Bakersfield,CA,Fireball,REDACTED,35.3738712,-119.0194638
16-01-18-22-40,USA,Scottsdale,AZ,Light,REDACTED,33.5091215,-111.8992364
16-01-18-20-45,USA,Anchorage,AK,Light,REDACTED,61.2163129,-149.8948522
16-01-18-20-45,USA,Goodyear,AZ,Light,REDACTED,33.3975655,-112.4333288
16-01-18-20-30,USA,Heber City,UT,Formation,REDACTED,40.5065256,-111.413309
16-01-18-20-00,CANADA,Fort McMurray,AB,Other,REDACTED,56.724101,-111.3766479
16-01-18-19-07,USA,Effort,PA,Disk,REDACTED,40.9392584,-75.4349069
16-01-18-16-00,USA,Hillsboro,ND,Circle,REDACTED,47.4038683,-97.0620307
16-01-18-07-41,USA,Coleman,WI,Other,REDACTED,45.0649843,-88.03427
16-01-17-20-30,USA,Manhattan,NY,Other,REDACTED,40.7902778,-73.9597221
16-01-17-19-30,USA,Angleton,TX,Light,REDACTED,29.16941,-95.4318846
16-01-17-15-00,USA,Ponte Vedra,FL,Formation,REDACTED,30.2274645,-81.3800823
16-01-17-14-56,USA,Mineola,TX,Other,REDACTED,32.6631885,-95.4882895
16-01-17-11-47,USA,Joppatowne,MD,Other,REDACTED,39.4156237,-76.359251
16-01-17-11-00,USA,San Francisco,CA,Triangle,REDACTED,37.7792808,-122.4192362
16-01-17-04-15,USA,Accord,NY,Triangle,REDACTED,41.7856489,-74.2290365
16-01-16-22-00,USA,Amery,WI,Other,REDACTED,45.3069062,-92.3621368
16-01-16-21-12,USA,Neskowin,OR,Oval,REDACTED,45.106772,-123.9842819
16-01-16-21-00,USA,Bend,OR,Chevron,REDACTED,44.0581728,-121.3153095
16-01-16-19-54,USA,Woodside,NY,Oval,REDACTED,42.5217281,-78.7650291
16-01-16-19-54,USA,Woodside,NY,Oval,REDACTED,42.5217281,-78.7650291
16-01-16-19-35,USA,Mill Spring,NC,Cigar,REDACTED,35.2976655,-82.1610171
16-01-16-19-30,USA,Sacramento,CA,Circle,REDACTED,38.5815719,-121.4943995
16-01-16-19-00,USA,Greensburg,PA,Other,REDACTED,40.3014581,-79.5389288
16-01-16-18-30,USA,Denvile,NJ,Circle,REDACTED,40.8880086,-74.4800517
16-01-16-17-54,USA,Deerfield Beach,FL,Circle,REDACTED,26.318342,-80.0996305
16-01-16-16-45,USA,Florham Park,NJ,Disk,REDACTED,40.787878,-74.3882069
16-01-16-15-00,USA,Columbia,SC,Disk,REDACTED,34.0007493,-81.0343312
16-01-16-03-00,CANADA,Kawartha Lakes,ON,Unknown,REDACTED,44.54948445,-78.26143982
16-01-16-01-00,USA,Roseburg,OR,Fireball,REDACTED,43.216505,-123.341738
16-01-16-01-00,USA,Manassas Park,VA,Disk,REDACTED,38.7840035,-77.469711
16-01-15-00-00,USA,Scranton,PA,Rectangle,REDACTED,41.4086874,-75.6621293
16-01-15-23-00,USA,Warren,IL,Circle,REDACTED,40.8442828,-90.6168407
16-01-15-22-30,USA,Morganza,MD,Light,REDACTED,38.3620915,-76.7079155
16-01-15-20-30,USA,Austin,TX,Circle,REDACTED,30.2711286,-97.7436994
16-01-15-20-00,CANADA,Sherwood Park,AB,Formation,REDACTED,53.5256963,-113.2966312
16-01-15-19-15,USA,Liverpool,NY,Light,REDACTED,43.106456,-76.2177049
16-01-15-17-30,USA,Round Rock,TX,Light,REDACTED,30.508235,-97.6788933
16-01-15-14-00,USA,Carson City,NV,Unknown,REDACTED,39.1637984,-119.7674033
16-01-15-11-45,USA,Road,TX,Diamond,REDACTED,30.7241128,-95.5298808
16-01-15-10-00,USA,Desert Center,CA,Sphere,REDACTED,33.7131763,-115.4003234
16-01-14-22-30,USA,Mount Airy,NC,Light,REDACTED,36.4993297,-80.6071608
16-01-14-22-05,USA,Dayton,TN,Cigar,REDACTED,35.4939587,-85.0124534
16-01-14-22-00,USA,Marion,IN,Triangle,REDACTED,40.5583739,-85.6591441
16-01-14-21-10,USA,Marion,IA,Fireball,REDACTED,42.0341658,-91.5976772
16-01-14-20-00,USA,Conway,SC,Flash,REDACTED,33.8360035,-79.0478142
16-01-14-19-55,USA,Florence,SC,Unknown,REDACTED,34.1984435,-79.7671657
16-01-14-18-45,USA,495 Maryland Hwy,MD,Triangle,REDACTED,39.4262079,-79.3349455
16-01-14-18-30,USA,Burbank,OH,Fireball,REDACTED,40.988667,-81.9948683
16-01-14-18-25,USA,Antioch,IL,Sphere,REDACTED,42.4772418,-88.0956395
16-01-14-18-20,USA,Antioch,IL,Sphere,REDACTED,42.4772418,-88.0956395
16-01-14-14-45,USA,Philadelphia,PA,Unknown,REDACTED,39.9523993,-75.1635898
16-01-14-13-50,USA,Bakersfield,CA,Unknown,REDACTED,35.3738712,-119.0194638
16-01-14-13-00,USA,Jerome,AZ,Other,REDACTED,34.7489107,-112.1137715
16-01-14-07-20,USA,Bradenton,FL,Other,REDACTED,27.4724175,-82.563375
16-01-14-06-30,USA,Santa Clarita,CA,Circle,REDACTED,34.3916641,-118.5425859
16-01-14-06-30,USA,Hendersonville,NC,Light,REDACTED,35.3187279,-82.4609527
16-01-14-03-15,USA,North Hollywood,CA,Circle,REDACTED,34.1729044,-118.374037
16-01-13-23-19,USA,Albuquerque,NM,Oval,REDACTED,35.0841034,-106.650985
16-01-13-22-15,USA,Cedar Falls,IA,Fireball,REDACTED,42.5277622,-92.4454653
16-01-13-21-50,USA,Conway,AR,Light,REDACTED,35.0886963,-92.442101
16-01-13-21-50,USA,Seattle,WA,Cigar,REDACTED,47.6038321,-122.3300623
16-01-13-21-50,USA,Sutherlin,CA,Fireball,REDACTED,38.2690534,-122.0651633
16-01-13-21-45,USA,Maumelle,AR,Chevron,REDACTED,34.8667565,-92.4043218
16-01-13-20-11,USA,Mecca,CA,Other,REDACTED,33.5701568,-116.0745416
16-01-13-19-00,USA,Albuquerque,NM,Light,REDACTED,35.0841034,-106.650985
16-01-13-18-45,CANADA,Kamloops,BC,Unknown,REDACTED,50.65085341,-120.349746
16-01-13-18-27,USA,Metairie,LA,Light,REDACTED,30.001852,-90.17671482
16-01-13-18-05,USA,Longview,MO,Teardrop,REDACTED,38.9041742,-94.4046729
16-01-13-16-20,USA,Phoenix,AZ,Other,REDACTED,33.4485866,-112.0773455
16-01-13-13-00,USA,Woodland Township,NJ,Light,REDACTED,39.842075,-74.52305749
16-01-13-06-30,USA,Winter Park,FL,Rectangle,REDACTED,28.6000625,-81.34274374
16-01-13-06-20,USA,Danville,VA,Diamond,REDACTED,36.5859718,-79.3950227
16-01-13-04-30,USA,Peoria,AZ,Light,REDACTED,33.5766205,-112.2398261
16-12-01-23-00,USA,Columbus,OH,Triangle,REDACTED,39.9622601,-83.0007064
16-12-01-22-30,USA,Lafayette,LA,Other,REDACTED,30.2240897,-92.0198426
16-12-01-22-30,USA,Elk Grove Village,IL,Cigar,REDACTED,42.0041236,-87.9706456
16-12-01-22-30,USA,Knoxville,TN,Flash,REDACTED,35.9603948,-83.921026
16-12-01-20-30,USA,Lake Havasu City,AZ,Sphere,REDACTED,34.4742786,-114.3440009
16-12-01-19-00,USA,Columbia,MS,Triangle,REDACTED,38.4440561,-90.21374729
16-12-01-17-40,USA,Houston,MO,Cigar,REDACTED,37.3261588,-91.9559879
16-12-01-17-30,USA,Joplin,MO,Cigar,REDACTED,37.0842271,-94.5132809
16-12-01-14-00,USA,Colorado Springs,CO,Changing,REDACTED,38.8339578,-104.8253484
16-12-01-07-48,USA,Wichita,KS,Circle,REDACTED,37.6922361,-97.3375447
16-12-01-02-10,USA,Lafayette,CO,Unknown,REDACTED,29.9978185,-83.2221526
16-11-01-22-00,USA,Rifton,NY,Rectangle,REDACTED,41.8375928,-74.0373626
16-11-01-21-30,USA,Gilbert,AZ,Triangle,REDACTED,33.294207,-111.7379465
16-11-01-21-00,USA,Biloxi,MS,Teardrop,REDACTED,30.374673,-88.84594323
16-11-01-20-30,CANADA,Bolton,ON,Light,REDACTED,43.879548,-79.7382599
16-11-01-20-20,USA,Fountain,CO,Diamond,REDACTED,40.125252,-87.2497417
16-11-01-20-00,USA,Nashville,NC,Light,REDACTED,35.974598,-77.9655409
16-11-01-19-50,USA,Ivanhoe,NC,Triangle,REDACTED,34.6107245,-78.2419414
16-11-01-19-30,USA,Denton,MD,Light,REDACTED,38.8845583,-75.8271563
16-11-01-19-30,USA,Wrightsville,GA,Circle,REDACTED,32.7293279,-82.719859
16-11-01-19-00,USA,Raleigh,NC,Other,REDACTED,35.7803977,-78.6390988
16-11-01-18-30,USA,Natchitoches,LA,Light,REDACTED,31.7606732,-93.0860208
16-11-01-18-18,USA,Kingsburg,CA,Triangle,REDACTED,36.5138398,-119.5538928
16-11-01-17-03,USA,St. Louis,MO,Fireball,REDACTED,38.6272733,-90.1978888
16-11-01-16-30,USA,Snellville,GA,Unknown,REDACTED,33.857328,-84.0199107
16-11-01-07-00,USA,Dixmont,ME,Triangle,REDACTED,44.6803471,-69.1628221
16-10-01-22-40,USA,Four Oaks,NC,Light,REDACTED,35.444884,-78.4269489
16-10-01-22-30,USA,Ocala,FL,Diamond,REDACTED,29.1924213,-82.1352046
16-10-01-20-00,USA,Snohomish,WA,Changing,REDACTED,48.0074736,-121.7304881
16-10-01-16-53,USA,Denver,CO,Teardrop,REDACTED,39.7348381,-104.965327
16-10-01-16-00,USA,Cooperstown,NY,Rectangle,REDACTED,42.7006303,-74.9243209
16-09-01-22-00,USA,Hampshire,IL,Light,REDACTED,42.0978028,-88.5303642
16-09-01-22-00,USA,Rockville,VA,Triangle,REDACTED,37.7259779,-77.6783238
16-09-01-21-30,USA,Bainbridge Island,WA,Light,REDACTED,47.6262626,-122.5204512
16-09-01-20-00,USA,Corona del Mar,CA,Light,REDACTED,33.599523,-117.8724842
16-09-01-08-30,USA,Pueblo,CO,Light,REDACTED,38.187635,-104.5350144
16-09-01-00-00,USA,Hutchinson,KS,Unknown,REDACTED,38.0608444,-97.9297742
16-08-01-23-40,USA,Meridian,ID,Unknown,REDACTED,43.6086295,-116.3923259
16-08-01-23-00,USA,Issaquah,WA,Oval,REDACTED,47.5348778,-122.0432973
16-08-01-22-15,USA,Surprise,AZ,Light,REDACTED,33.6292271,-112.3680188
16-08-01-21-30,USA,Pasadena,TX,Circle,REDACTED,29.6910625,-95.2091005
16-08-01-19-20,USA,Susanville,CA,Light,REDACTED,40.4162842,-120.6530062
16-08-01-08-10,USA,Royal Oak,MI,Light,REDACTED,42.4894801,-83.1446484
16-08-01-02-30,USA,Birmingham,AL,Other,REDACTED,33.570499,-86.7657829
16-08-01-02-23,USA,Las Vegas,NV,Light,REDACTED,36.1662859,-115.1492249
16-07-01-21-18,USA,Odessa,TX,Cylinder,REDACTED,31.8457149,-102.3676869
16-07-01-20-30,USA,Clanton,AL,Cylinder,REDACTED,32.8387371,-86.6294261
16-07-01-20-00,USA,Unity,PA,Fireball,REDACTED,33.0053986,-86.3591425
16-07-01-17-15,USA,Candler,NC,Sphere,REDACTED,35.536498,-82.6929069
16-07-01-16-40,USA,Brodheadsville,PA,Light,REDACTED,40.9247058,-75.3938457
16-07-01-12-25,USA,Brooklyn,NY,Oval,REDACTED,40.64530975,-73.95502293
16-07-01-08-45,USA,Honolulu,HI,Light,REDACTED,21.304547,-157.8556763
16-07-01-03-00,USA,Greenville,SC,Unknown,REDACTED,34.851354,-82.3984881
16-06-01-23-16,USA,Jenkins,KY,Formation,REDACTED,37.1734372,-82.6309891
16-06-01-21-30,USA,Holden,ME,Unknown,REDACTED,44.7528499,-68.6789217
16-06-01-21-30,CANADA,North Vancouver,BC,Disk,REDACTED,49.321542,-123.0743409
16-06-01-21-30,CANADA,North Vancouver,BC,Disk,REDACTED,49.321542,-123.0743409
16-06-01-19-30,USA,Scottsdale,AZ,Changing,REDACTED,33.5091215,-111.8992364
16-06-01-19-00,USA,Goliad,TX,Circle,REDACTED,28.6683252,-97.3883264
16-06-01-19-00,USA,Bow,NH,Unknown,REDACTED,43.133061,-71.5491489
16-06-01-18-30,USA,Nashville,TN,Light,REDACTED,36.1622296,-86.774353
16-06-01-18-00,USA,Albuquerque,NM,Triangle,REDACTED,35.0841034,-106.650985
16-06-01-18-00,USA,Vassar,MI,Triangle,REDACTED,43.371968,-83.5832919
16-06-01-17-30,USA,West Hartford,CT,Light,REDACTED,39.3719762,-84.4536928
16-06-01-06-30,USA,Oswego,IL,Rectangle,REDACTED,41.6828074,-88.3514595
16-06-01-06-00,USA,Hubertus,WI,Light,REDACTED,43.236672,-88.2212043
16-06-01-05-55,USA,Phenix city,AL,Cone,REDACTED,32.4709761,-85.0007652
16-06-01-05-50,USA,Arlington,WA,Chevron,REDACTED,48.1810957,-122.1389547
16-06-01-05-45,USA,Sarasota,FL,Triangle,REDACTED,27.3364347,-82.5306526
16-06-01-04-30,USA,Putnam,CT,Unknown,REDACTED,41.0339615,-73.6252492
16-06-01-03-00,USA,Carolina Beach,NC,Other,REDACTED,34.0351727,-77.8935965
16-06-01-00-46,USA,Hereford,PA,Light,REDACTED,40.4468261,-75.5671745
16-06-01-00-25,USA,Auburn,WA,Cylinder,REDACTED,47.3075369,-122.2301807
16-06-01-00-00,USA,North Riverside,IL,Unknown,REDACTED,41.84686,-87.8152023
16-05-01-23-15,USA,Eliot,ME,Circle,REDACTED,43.1531421,-70.8000556
16-05-01-22-40,USA,Philadelphia,PA,Oval,REDACTED,39.9523993,-75.1635898
16-05-01-21-45,USA,Windsor Heights,IA,Chevron,REDACTED,41.5977669,-93.7082764
16-05-01-21-35,USA,Las Vegas,NV,Triangle,REDACTED,36.1662859,-115.1492249
16-05-01-21-30,USA,State College,PA,Formation,REDACTED,40.794026,-77.8606974
16-05-01-21-18,USA,San Diego,CA,Light,REDACTED,32.7174209,-117.1627713
16-05-01-20-30,USA,Scarborough,ME,Circle,REDACTED,43.59622635,-70.33005558
16-05-01-20-15,USA,Oxford,AL,Triangle,REDACTED,40.3269019,-75.330135
16-05-01-20-10,USA,Lake Wylie,SC,Fireball,REDACTED,35.110418,-81.05379645
16-05-01-08-00,USA,Chapin,SC,Unknown,REDACTED,34.1659795,-81.3498211
16-05-01-03-00,USA,Blue Hill,ME,Light,REDACTED,44.414164,-68.5869599
16-05-01-00-05,USA,Seymour,TN,Changing,REDACTED,35.881048,-83.77661816
16-05-01-00-00,USA,Jackson,NJ,Light,REDACTED,40.1151766,-74.3647771
16-05-01-00-00,USA,Maurice River TWP,NJ,Unknown,REDACTED,39.2827707,-74.9915422
16-05-01-00-00,USA,Lordstown,OH,Light,REDACTED,41.165613,-80.8575849
16-04-01-21-20,USA,San Diego,CA,Triangle,REDACTED,32.7174209,-117.1627713
16-04-01-21-00,USA,New Blaine,AR,Triangle,REDACTED,35.2895304,-93.4201835
16-04-01-20-44,USA,Twin Lake,MI,Oval,REDACTED,32.4890299,-90.8201028
16-04-01-20-30,USA,Orangevale,CA,Other,REDACTED,38.684105,-121.2184686
16-04-01-20-30,USA,Citrus Heights,CA,Unknown,REDACTED,38.7071247,-121.281061
16-04-01-20-00,USA,Warrensburg,MO,Circle,REDACTED,38.7627893,-93.7360497
16-04-01-19-30,USA,Sarasota,FL,Oval,REDACTED,27.3364347,-82.5306526
16-04-01-18-30,USA,Kennewick,WA,Triangle,REDACTED,46.2112458,-119.1372337
16-04-01-18-30,USA,Roberts County,SD,Sphere,REDACTED,45.6000291,-97.0000237
16-04-01-17-45,USA,Suffolk,VA,Light,REDACTED,36.7282096,-76.5835702
16-04-01-07-05,USA,Des Moines,IA,Formation,REDACTED,41.5910641,-93.6037148
16-04-01-06-30,CANADA,Fort St. John,BC,Light,REDACTED,56.250094,-120.8334656
16-04-01-03-00,USA,North Shore,HI,Light,REDACTED,21.5988789,-158.2408521
16-04-01-00-00,USA,Stanardsville,VA,Other,REDACTED,38.2973519,-78.4400098
16-04-01-00-00,USA,Burien,WA,Unknown,REDACTED,47.469918,-122.3485273
16-03-01-23-00,USA,Woodbury,MN,Triangle,REDACTED,44.92317,-92.9588281
16-03-01-22-40,USA,Delray Beach,FL,Unknown,REDACTED,26.4614625,-80.07282
16-03-01-21-45,USA,Milford,CT,Fireball,REDACTED,43.068241,-76.0965999
16-03-01-21-00,CANADA,Walpole Island,ON,Light,REDACTED,42.5673904,-82.4959678
16-03-01-20-30,USA,Taylors,SC,Light,REDACTED,34.9203946,-82.2962268
16-03-01-20-00,USA,Forest Acres,SC,Light,REDACTED,34.0193221,-80.9898127
16-03-01-19-20,USA,Broomfield,CO,Formation,REDACTED,39.9379892,-105.0587293
16-03-01-19-05,USA,Chula Vista,CA,Fireball,REDACTED,32.6400541,-117.0841954
16-03-01-18-15,USA,Santee,CA,Fireball,REDACTED,32.8383828,-116.9739166
16-03-01-16-30,USA,Nashville,TN,Changing,REDACTED,36.1622296,-86.774353
16-03-01-06-30,USA,Hagerstown,MD,Unknown,REDACTED,39.6419219,-77.720264
16-03-01-01-20,USA,Newtown,CT,Fireball,REDACTED,41.1551257,-73.3896512
16-03-01-01-15,USA,Southington,CT,Teardrop,REDACTED,41.429159,-82.0250829
16-02-01-23-47,USA,Dickinson,ND,Fireball,REDACTED,46.8791756,-102.7896241
